temperature,heat_index,humidity,pressure,wind_direction,wind_speed,precipitation,gust_speed,sealevel_pressure,conditions
58,117.22,97,30.41,135.63,9,55,3.37,30.17,Haze
57,140.73,98,30.42,123.17,6.75,51,1.12,30.01,ScatteredClouds
57,133.14,98,30.42,140.18,0,57,4.5,29.98,Haze
57,96.24,99,30.42,90.55,6.75,62,3.37,29.91,ScatteredClouds
57,69.36,99,30.42,61.88,0,73,3.37,29.76,Haze
57,58.4,98,30.42,143.14,3.37,81,9,29.96,Haze
57,49.82,98,30.43,48.44,1.12,90,3.37,30.27,Haze
57,44.8,98,30.43,78.27,2.25,93,4.5,30.06,Haze
57,60.64,98,30.43,77.38,4.5,94,7.87,30.09,Haze
57,81.35,98,30.43,77.83,1.12,95,6.75,30.17,Haze
57,98.3,98,30.43,147.86,3.37,96,2.25,30.12,Haze
57,84.5,98,30.43,82.34,5.62,97,6.75,30.1,Haze
58,107.4,98,30.43,85.15,2.25,97,6.75,30.01,Haze
58,143.7,98,30.43,84.38,4.5,90,4.5,29.96,Haze
58,165.49,98,30.43,164.47,5.62,83,7.87,29.85,Haze
58,145.06,98,30.43,62.61,3.37,73,13.5,29.82,Haze
58,109.21,99,30.43,52.46,2.25,55,7.87,29.92,Haze
57,101.85,99,30.43,146.07,0,44,7.87,29.78,PartlyCloudy
58,129.59,99,30.43,66.83,3.37,41,10.12,29.55,Haze
57,195.52,99,30.43,40.94,3.37,42,5.62,29.61,PartlyCloudy
57,190.01,99,30.43,42.72,3.37,41,10.12,29.77,Haze
57,126.81,99,30.43,38.92,0,37,4.5,30.08,PartlyCloudy
57,104.32,99,30.43,100.93,2.25,36,10.12,30.12,PartlyCloudy
57,115.67,99,30.43,62.15,3.37,35,14.62,30.02,Haze
57,144.64,99,30.43,68.57,5.62,34,6.75,30,Haze
57,176.7,99,30.44,108.6,6.75,33,2.25,30.02,Haze
57,192.03,99,30.44,74.82,3.37,41,6.75,29.91,Haze
57,129.98,98,30.44,100.04,2.25,49,4.5,29.81,Haze
57,173.79,98,30.44,42.5,1.12,65,5.62,29.81,Haze
57,182.19,98,30.44,103.45,4.5,62,3.37,29.81,Haze
58,150.55,97,30.44,86.73,6.75,61,4.5,29.89,Haze
58,134.28,97,30.45,89.09,4.5,75,5.62,29.84,Haze
58,109.98,96,30.45,140.63,4.5,81,5.62,29.77,Haze
58,99.43,96,30.45,132.36,4.5,83,5.62,29.84,Haze
58,131.56,96,30.45,128.93,5.62,89,3.37,30.09,Haze
58,182.15,96,30.45,95.7,4.5,91,4.5,30.24,Haze
58,139.61,96,30.45,6.98,2.25,91,10.12,30.22,Haze
59,126.84,96,30.45,94.79,2.25,87,9,30.06,Haze
59,57.3,95,30.45,116.78,3.37,86,14.62,29.97,Clear
59,32.15,95,30.45,5.42,5.62,84,5.62,30.03,Clear
60,60.84,93,30.45,23.87,5.62,89,7.87,30,Clear
60,182.37,92,30.45,33.94,6.75,91,6.75,30.01,Clear
61,102.8,89,30.45,53.33,3.37,93,5.62,30.02,ShallowFog
61,206.03,86,30.45,357.86,3.37,92,6.75,30.05,ShallowFog
62,128.77,87,30.46,359.37,4.5,92,7.87,30.03,Fog
62,201.05,79,30.46,341.05,6.75,91,5.62,29.99,ShallowFog
62,176.47,81,30.46,317.16,9,90,5.62,29.98,Clear
62,150.5,81,30.46,332.41,11.25,93,5.62,30,Haze
62,215.95,78,30.46,321.64,6.75,92,7.87,29.95,Haze
63,247.89,81,30.46,359,9,94,4.5,29.88,Haze
63,225.56,80,30.46,331.91,5.62,92,7.87,29.85,Haze
63,289.74,79,30.46,338.66,11.25,69,15.75,29.82,Haze
63,464.71,78,30.46,344.41,5.62,54,7.87,29.85,Haze
62,467.61,80,30.46,336.3,10.12,52,3.37,29.9,Haze
62,398.25,80,30.46,339.23,12.37,48,5.62,29.91,Haze
62,865.52,81,30.46,341.92,7.87,44,3.37,29.96,Haze
62,386.09,79,30.46,314.26,6.75,42,7.87,29.86,Haze
62,663.01,78,30.46,341.59,3.37,40,10.12,29.82,Haze
62,430.17,81,30.46,323.35,10.12,38,4.5,29.88,Haze
62,304.57,80,30.46,336.32,5.62,37,7.87,29.89,Haze
62,675.33,82,30.46,330.16,10.12,37,10.12,29.88,Haze
61,1088.09,84,30.46,358.82,3.37,37,14.62,29.81,Haze
61,696.79,83,30.46,336.93,12.37,36,14.62,29.85,Haze
61,693.26,81,30.46,299.44,7.87,37,11.25,29.83,Haze
61,479.44,82,30.46,341.14,4.5,36,9,29.82,Haze
61,435.7,84,30.46,312.9,10.12,36,12.37,29.95,Haze
60,734.06,85,30.46,310.61,9,36,11.25,29.93,Haze
60,938.35,86,30.46,318.52,9,36,14.62,29.9,Haze
60,739.38,84,30.46,310.31,10.12,35,18,29.99,Haze
60,294.44,85,30.46,311.86,9,34,13.5,29.99,Haze
60,435.19,84,30.46,300.75,10.12,33,15.75,29.96,Haze
60,771.37,82,30.46,301,5.62,33,12.37,30,Haze
60,754.28,82,30.45,168.54,9,32,14.62,30.04,Haze
60,724.96,85,30.45,275.95,4.5,31,15.75,29.99,Haze
60,683.91,82,30.45,307.37,4.5,32,14.62,29.9,Haze
59,665.26,85,30.45,277.69,3.37,32,16.87,29.93,Haze
59,641.15,87,30.45,313.68,7.87,32,10.12,30,Haze
59,621.21,87,30.45,311.36,5.62,31,13.5,30.01,Haze
59,602.55,86,30.45,260.24,5.62,31,12.37,29.95,Haze
59,271.8,87,30.45,314.48,5.62,31,18,29.87,Haze
59,563.82,85,30.45,292.79,6.75,30,14.62,29.88,Haze
58,545.26,86,30.45,310.89,11.25,31,13.5,29.97,Haze
58,525.48,86,30.45,284.02,6.75,30,14.62,29.94,Haze
58,505.59,87,30.44,239.2,7.87,31,13.5,29.92,Haze
57,487.66,88,30.44,258.06,10.12,30,14.62,30,Haze
57,469.79,89,30.44,262.74,11.25,30,10.12,30.08,Haze
57,451.16,90,30.44,266.07,13.5,30,11.25,30.15,Smoke
57,431.45,91,30.44,271.55,9,30,19.12,30.12,Smoke
57,410.34,90,30.44,294.97,7.87,30,18,30.03,Smoke
57,390.03,88,30.44,289.63,10.12,30,14.62,29.97,Smoke
57,370.36,87,30.44,265.93,6.75,30,6.75,29.99,Smoke
56,350.1,88,30.44,256.97,7.87,31,14.62,30,MostlyCloudy
56,329.47,90,30.43,234.19,7.87,31,15.75,30.01,Smoke
55,311.13,90,30.43,228.6,7.87,30,11.25,30.09,Smoke
55,289.96,91,30.43,225.88,9,30,12.37,30.1,Smoke
55,267.21,91,30.43,240.25,6.75,30,14.62,30.03,Haze
54,241.77,91,30.43,232.01,5.62,30,10.12,29.96,Smoke
54,217.24,91,30.43,231.77,9,29,11.25,29.96,Smoke
53,194.02,92,30.43,236.54,9,29,12.37,29.95,Smoke
53,170.13,92,30.42,236.64,9,30,11.25,29.86,Smoke
52,139.01,93,30.42,244.36,10.12,30,10.12,29.93,Smoke
51,19.61,93,30.42,244.72,6.75,31,10.12,29.99,Smoke
51,18.74,94,30.42,249.83,5.62,30,13.5,29.96,ShallowFog
50,17.96,94,30.42,215.65,5.62,30,13.5,29.97,ShallowFog
50,16.42,94,30.42,217.15,5.62,30,12.37,30.01,ShallowFog
50,16.21,93,30.42,207.52,7.87,31,12.37,30,ShallowFog
50,14.37,93,30.42,205.64,7.87,31,10.12,29.99,ShallowFog
50,13.29,92,30.42,205,7.87,32,10.12,29.96,ShallowFog
50,10.01,92,30.42,212.26,6.75,33,11.25,29.95,Fog
50,7.94,92,30.42,210.22,9,33,13.5,30,Clear
51,6.04,92,30.42,212.11,5.62,32,15.75,30.05,Smoke
50,4.46,92,30.42,207.47,7.87,32,14.62,30.03,Haze
50,1.87,92,30.42,211.26,9,32,11.25,29.97,Haze
50,1.63,92,30.42,203.85,6.75,31,14.62,29.94,Haze
51,1.74,92,30.42,210.19,9,30,13.5,29.98,Haze
51,1.75,92,30.42,205.34,6.75,30,12.37,30.02,Haze
51,1.92,92,30.41,223.9,6.75,30,4.5,30,Smoke
50,1.92,92,30.41,226.93,7.87,29,10.12,29.98,Smoke
50,2.13,93,30.41,209.34,9,29,4.5,29.99,Smoke
50,2.76,93,30.41,216.23,7.87,28,9,29.96,Smoke
50,2.5,94,30.41,213.73,9,26,11.25,29.9,Smoke
50,2.23,94,30.41,212.66,5.62,25,11.25,29.89,Smoke
50,2.3,93,30.41,214.44,6.75,25,4.5,29.94,Smoke
50,2.55,92,30.4,214.01,5.62,24,4.5,29.96,Smoke
51,2.54,92,30.41,202.26,7.87,24,14.62,30,Haze
51,2.44,92,30.41,222.49,4.5,23,10.12,29.99,Smoke
51,2.66,91,30.41,209.36,5.62,21,9,30.01,Smoke
51,2.72,91,30.4,224.81,7.87,21,12.37,29.97,Smoke
51,2.95,92,30.4,223.25,6.75,21,6.75,29.95,Smoke
51,2.87,93,30.4,222.6,7.87,20,13.5,29.88,Smoke
51,2.9,94,30.4,226.82,6.75,20,10.12,29.92,Smoke
51,2.95,95,30.4,236.83,6.75,21,13.5,29.9,Haze
51,2.94,96,30.4,242.9,5.62,20,13.5,29.87,Haze
51,3.01,96,30.4,233.3,6.75,20,14.62,29.92,Haze
52,3.05,96,30.4,251.72,7.87,20,7.87,29.98,Haze
52,2.56,97,30.41,289.34,6.75,20,7.87,29.99,Haze
51,2.6,97,30.4,257.32,4.5,20,10.12,29.94,Haze
51,2.86,96,30.41,262.74,5.62,19,13.5,29.9,Haze
51,3.05,96,30.41,254.07,4.5,19,16.87,29.9,Haze
52,3.36,97,30.41,248.4,3.37,19,6.75,29.93,Haze
52,3.15,96,30.41,292.05,4.5,19,6.75,29.96,Haze
51,2.78,93,30.41,354.73,2.25,20,6.75,29.89,Smoke
51,2.8,94,30.41,163.34,4.5,20,6.75,29.87,Smoke
51,3.25,95,30.4,182.81,6.75,20,23.62,29.91,Smoke
51,3.51,96,30.41,212.35,3.37,20,9,29.93,Smoke
52,3.6,95,30.41,224.37,3.37,20,4.5,29.9,Smoke
52,3.9,96,30.41,222.03,3.37,20,5.62,29.91,Smoke
52,3.56,93,30.41,49.79,3.37,20,6.75,29.95,Smoke
53,3.49,93,30.41,49.39,1.12,20,7.87,30,Smoke
53,2.17,91,30.41,157.61,2.25,20,6.75,30.02,Smoke
53,1.98,92,30.41,157.37,3.37,19,11.25,30.01,ShallowFog
53,3.27,93,30.41,134.94,4.5,18,7.87,30.04,ShallowFog
53,3.2,94,30.41,170.1,3.37,18,6.75,29.97,ShallowFog
52,2.35,95,30.41,177.36,3.37,19,15.75,29.9,ScatteredClouds
52,1.94,95,30.41,175.67,7.87,18,3.37,29.83,Smoke
52,1.89,96,30.41,172.63,9,19,7.87,29.89,Smoke
52,1.94,96,30.41,182.21,10.12,17,11.25,30,ScatteredClouds
52,1.88,97,30.41,190.41,6.75,19,3.37,30.19,Smoke
52,1.99,97,30.42,190.08,6.75,19,7.87,30.16,Smoke
52,2.22,96,30.42,194.01,5.62,19,10.12,30.09,Smoke
52,2.13,96,30.42,163.78,4.5,18,14.62,30.01,Smoke
52,2.69,96,30.42,174.26,5.62,21,5.62,29.93,Smoke
52,3.64,96,30.42,157.98,4.5,22,10.12,29.88,Smoke
52,2.23,96,30.42,186.93,3.37,21,3.37,29.89,Smoke
52,3.01,96,30.42,174.69,6.75,22,5.62,29.94,Smoke
52,2.99,96,30.42,177.14,4.5,20,7.87,30.01,Smoke
52,4.33,96,30.42,164.92,5.62,20,3.37,30.07,Smoke
52,2.19,96,30.42,187.44,3.37,20,3.37,30.09,Smoke
53,2.74,96,30.42,162.06,5.62,20,5.62,30.1,Smoke
53,3.19,96,30.43,171.24,4.5,20,18,30.1,Smoke
53,3.59,97,30.43,150.76,4.5,20,13.5,30.06,Smoke
53,3.86,97,30.43,136.8,2.25,20,3.37,30,Smoke
53,1.88,97,30.43,171.52,6.75,19,18,29.98,Smoke
53,1.68,97,30.43,175.33,5.62,20,4.5,29.92,ShallowFog
53,1.91,97,30.43,179.48,5.62,22,12.37,29.83,Overcast
53,1.66,97,30.44,159.7,4.5,22,11.25,29.79,ShallowFog
53,1.7,97,30.44,167.49,7.87,22,9,29.82,Smoke
52,1.8,97,30.44,150.87,5.62,20,4.5,30.06,Smoke
52,1.85,97,30.44,166.45,4.5,21,13.5,30.12,Smoke
53,2.25,97,30.45,151.71,5.62,22,7.87,29.9,Smoke
53,2.01,98,30.45,149.37,4.5,23,4.5,29.86,Smoke
53,2.06,98,30.45,150.52,5.62,21,4.5,29.92,Smoke
53,2.21,98,30.45,139,4.5,22,7.87,29.98,Smoke
53,2.56,98,30.45,159.27,4.5,23,6.75,29.93,Smoke
53,3.03,98,30.45,135.92,5.62,23,11.25,29.89,Smoke
53,2.59,98,30.45,155.45,4.5,25,13.5,30.04,Smoke
53,2.66,98,30.45,148.44,6.75,26,7.87,29.88,Smoke
53,2.64,99,30.45,165.25,3.37,25,6.75,29.8,Smoke
53,3.34,99,30.45,113.9,0,26,5.62,30.09,Smoke
52,3.27,99,30.45,118.47,6.75,29,6.75,30.06,Smoke
53,2.85,99,30.45,176.24,5.62,27,12.37,29.94,Smoke
53,2.76,99,30.46,157.36,6.75,27,2.25,29.9,ScatteredClouds
53,2.66,99,30.46,144.3,4.5,27,0,30,ScatteredClouds
53,2.75,99,30.46,189.13,3.37,30,5.62,30.06,ScatteredClouds
53,2.92,99,30.46,125.75,4.5,25,6.75,30.02,ScatteredClouds
53,3.19,99,30.46,92.95,3.37,31,3.37,30.03,ScatteredClouds
53,2.8,99,30.46,122.1,2.25,31,6.75,30.06,ScatteredClouds
53,2.32,99,30.46,125.28,0,32,9,30.09,ScatteredClouds
53,1.93,99,30.46,133.96,3.37,30,7.87,30.12,ScatteredClouds
53,2.27,99,30.46,78.28,5.62,27,10.12,30.11,ScatteredClouds
53,2.02,99,30.46,131.09,3.37,26,12.37,29.98,Smoke
53,1.86,100,30.46,180.47,3.37,28,10.12,29.89,Smoke
53,1.93,100,30.46,106.72,3.37,25,3.37,29.99,Smoke
53,1.86,100,30.46,153.52,3.37,24,13.5,30.1,Smoke
53,2.08,101,30.46,139.16,4.5,26,9,30.1,Smoke
53,1.72,101,30.46,164.58,9,27,7.87,30.22,Smoke
53,1.79,101,30.46,154.92,7.87,21,3.37,30.34,Smoke
54,2.84,101,30.46,150.67,6.75,22,10.12,30.26,Smoke
54,1.99,101,30.46,108.21,6.75,20,10.12,30.12,Smoke
54,1.79,101,30.46,116.62,5.62,22,7.87,30.09,Smoke
54,1.85,101,30.47,100.16,5.62,21,7.87,30.16,Smoke
54,2.17,101,30.47,129.56,4.5,21,13.5,30.28,Smoke
54,1.67,101,30.46,152.6,3.37,22,7.87,30.19,Smoke
54,1.95,101,30.46,145.7,6.75,21,9,30.1,Smoke
53,1.9,101,30.46,159.11,4.5,21,6.75,30.07,Smoke
53,1.89,101,30.46,153.54,7.87,21,6.75,29.83,Smoke
53,2.45,101,30.46,150.4,6.75,20,6.75,30.03,ScatteredClouds
53,2.54,101,30.46,142.9,1.12,20,10.12,30.34,Smoke
53,2.41,101,30.46,149.48,1.12,20,7.87,30.52,ScatteredClouds
53,2.42,100,30.46,142.16,6.75,22,12.37,30.4,Smoke
54,2.59,100,30.46,84.31,1.12,21,6.75,30.14,Fog
54,2.77,100,30.46,6.69,2.25,21,6.75,30,ShallowFog
54,2.81,100,30.46,70.4,2.25,22,2.25,30.4,ShallowFog
54,2.93,100,30.46,72.97,5.62,21,11.25,30.48,Smoke
54,2.89,100,30.46,68.9,2.25,21,10.12,30.27,ScatteredClouds
54,2.87,100,30.46,94.14,4.5,21,6.75,30.08,Smoke
54,2.59,100,30.46,66.1,3.37,22,4.5,30.05,Smoke
54,2.56,100,30.46,75.43,3.37,23,6.75,29.86,Smoke
55,2.31,100,30.45,105.88,4.5,23,5.62,29.64,Smoke
54,2.5,100,30.45,37.6,5.62,23,7.87,30.06,Smoke
54,2.75,100,30.45,63.32,1.12,24,5.62,30.26,Smoke
55,2.93,100,30.45,82.88,2.25,24,5.62,30.22,ScatteredClouds
55,3.07,99,30.45,41.29,4.5,24,7.87,30.45,Smoke
55,3.04,99,30.45,61.51,9,24,4.5,30.24,Smoke
55,3.17,99,30.45,1.85,2.25,25,2.25,30.02,Smoke
55,3.45,99,30.45,122.05,3.37,26,3.37,30.03,Smoke
55,3.44,99,30.45,89.7,4.5,26,6.75,30.31,Smoke
55,1.95,98,30.45,126.89,4.5,26,4.5,30.33,Smoke
55,2.34,98,30.45,97.68,3.37,26,4.5,30.18,Smoke
55,2.45,97,30.45,64.35,3.37,25,4.5,30.11,Smoke
55,2.25,97,30.45,69.42,3.37,26,5.62,30.08,Smoke
56,2.33,96,30.45,68.08,4.5,28,3.37,30.32,Smoke
56,2.38,95,30.45,61.95,4.5,27,2.25,30.33,Smoke
57,2.98,93,30.45,58.35,4.5,26,9,30.32,Smoke
57,4.05,91,30.45,88.16,3.37,26,6.75,30.31,Smoke
58,8.55,88,30.45,80.89,1.12,26,9,30.2,Smoke
58,55.73,86,30.45,119.84,1.12,26,3.37,30.18,ScatteredClouds
58,46.53,85,30.45,70.67,5.62,25,4.5,30.23,Smoke
59,39.1,84,30.45,93.97,1.12,26,6.75,30.15,PartlyCloudy
58,71.77,85,30.44,121.84,4.5,26,10.12,29.94,Smoke
59,63.67,84,30.44,81.58,5.62,26,9,29.99,Smoke
58,64.89,85,30.44,128.54,5.62,25,10.12,30.28,Smoke
58,81.22,84,30.44,151.7,3.37,22,7.87,30.14,Smoke
59,111.68,85,30.44,93.99,4.5,25,6.75,30.1,Smoke
59,125.13,83,30.44,151.28,3.37,24,6.75,30.12,Squalls
60,161.93,84,30.44,62.97,5.62,24,6.75,30.21,LightThunderstormswithRain
60,329.62,83,30.44,16.84,4.5,25,7.87,30.02,LightThunderstormswithRain
60,273.94,82,30.44,20.4,3.37,22,3.37,29.7,Haze
59,276.47,82,30.44,84.19,4.5,24,2.25,29.81,Haze
59,113.1,81,30.44,85.49,3.37,25,5.62,30.11,Haze
59,366.48,84,30.44,41.92,4.5,25,4.5,30.05,Haze
59,383.31,84,30.44,58.27,3.37,26,1.12,29.93,Haze
59,326.75,85,30.44,35.59,5.62,26,2.25,30.09,Haze
59,397.01,84,30.44,31.93,3.37,29,2.25,30.25,Haze
59,97.99,85,30.44,335.04,6.75,29,3.37,30.14,Haze
60,560.97,84,30.43,84.29,3.37,30,2.25,30.36,Haze
60,207.71,83,30.43,34.93,7.87,31,1.12,30.48,Haze
61,441.23,80,30.43,14.27,3.37,28,4.5,30.25,Haze
61,219.95,79,30.43,4.88,2.25,26,4.5,30.08,Smoke
61,151.68,80,30.44,13.61,4.5,26,3.37,29.99,Smoke
61,633.9,77,30.44,33.18,4.5,24,4.5,30.48,Smoke
62,146.46,76,30.44,20.63,5.62,23,2.25,30.6,Smoke
62,611.72,76,30.43,50.26,3.37,24,4.5,30.38,Smoke
62,554.73,73,30.43,56.2,5.62,24,3.37,30.58,Smoke
62,573.62,75,30.43,90.55,6.75,25,5.62,30.54,Smoke
62,595.72,75,30.43,62.97,7.87,26,7.87,30.48,Smoke
62,630.46,76,30.43,36.4,11.25,26,5.62,30.42,Smoke
62,723.83,78,30.43,18.48,5.62,26,7.87,30.21,Smoke
63,723.78,76,30.43,30.57,6.75,26,5.62,30.28,Smoke
62,206.12,73,30.43,59.9,9,27,6.75,30.43,Smoke
62,749.09,73,30.43,64.1,7.87,27,12.37,30.33,Smoke
62,727.93,73,30.44,28.46,1.12,27,10.12,30.33,ScatteredClouds
62,730.96,74,30.44,63.73,5.62,27,6.75,30.29,ScatteredClouds
61,854.21,79,30.43,46.83,5.62,27,9,30.13,PartlyCloudy
62,262.72,78,30.44,31.55,10.12,28,10.12,30.28,Smoke
62,913.08,74,30.44,140.78,6.75,28,7.87,30.04,Smoke
62,426.45,75,30.44,18.02,10.12,28,9,29.94,Smoke
62,840.74,77,30.44,1.75,5.62,28,11.25,30.07,Smoke
62,331.24,75,30.44,75.17,6.75,28,10.12,30.07,Smoke
62,939.55,73,30.44,31.93,13.5,28,11.25,30.26,ThunderstormswithRain
62,904.94,73,30.44,46.03,15.75,29,11.25,30.2,LightThunderstormswithRain
63,873.71,70,30.44,16.71,9,29,10.12,30.11,Haze
63,879.59,69,30.44,54.78,11.25,30,9,30.21,Haze
63,895.73,68,30.44,39.77,12.37,31,10.12,30.15,Haze
63,909.25,66,30.44,4.84,5.62,32,7.87,30.12,Haze
63,931.96,72,30.44,1.41,13.5,32,7.87,30.22,Haze
63,943.36,71,30.44,350.96,4.5,32,11.25,30.37,Haze
63,955.95,71,30.44,358.43,5.62,32,10.12,30.04,Smoke
62,966.7,71,30.45,25.43,10.12,33,12.37,29.98,Smoke
62,978.68,70,30.44,108.21,10.12,33,7.87,30.35,Smoke
63,988.77,70,30.44,17.75,16.87,33,6.75,30.27,Smoke
63,993.41,67,30.44,22.94,5.62,32,10.12,30.13,Haze
63,999.87,70,30.44,57.47,6.75,32,7.87,30.38,Haze
63,1011.23,69,30.44,87.96,7.87,33,6.75,30.37,Haze
63,1018.05,70,30.45,180.2,4.5,32,7.87,30.08,Haze
63,1024.83,70,30.44,330.64,4.5,32,9,29.9,Haze
64,1031.59,68,30.45,49.08,14.62,31,9,30.07,Haze
64,1029.84,65,30.45,349.59,7.87,31,9,29.99,Haze
64,1037.8,63,30.45,106.14,5.62,31,9,30.03,Haze
64,1043.28,62,30.45,19.91,4.5,31,9,30.35,Haze
64,1027.13,59,30.45,32.87,6.75,31,5.62,30.31,Haze
64,1048.63,61,30.45,45.63,13.5,32,11.25,30.22,Haze
65,1052.69,61,30.45,37.12,11.25,31,10.12,30.02,Haze
65,1054.84,58,30.45,30.87,11.25,31,10.12,30.03,Haze
65,1058.82,44,30.45,95.75,5.62,32,13.5,30.25,Haze
65,1059.79,47,30.45,33.55,4.5,31,9,30.31,ThunderstormswithRain
65,1059.37,50,30.45,22.28,7.87,31,10.12,30.25,ThunderstormswithRain
65,1062.01,51,30.45,260.51,5.62,31,10.12,29.92,LightThunderstormswithRain
65,1060.85,47,30.45,71.76,5.62,31,9,29.88,LightRain
65,1059.3,49,30.45,107.23,4.5,30,12.37,30.14,Smoke
65,1058.03,48,30.46,8.77,10.12,30,9,30.45,Smoke
65,1057.91,49,30.45,91.85,6.75,30,12.37,30.24,Smoke
64,1055.61,49,30.46,1.8,3.37,31,5.62,29.94,Smoke
64,1054.54,49,30.46,358.48,2.25,31,7.87,30.19,Haze
64,1050.79,53,30.46,56.16,14.62,31,7.87,30.38,Haze
64,1046.7,50,30.46,146.71,5.62,31,10.12,30.31,Clear
64,1042.62,53,30.46,312.47,1.12,32,6.75,30.29,Clear
64,1039.6,53,30.46,84.29,2.25,32,6.75,30.28,Clear
64,1031.01,54,30.46,356.55,6.75,33,10.12,29.98,ShallowFog
64,1026.27,54,30.46,63.37,15.75,33,5.62,29.9,Haze
64,1019.04,50,30.46,29.21,1.12,34,9,30.45,Haze
64,1013.88,51,30.46,40.38,4.5,35,11.25,30.56,Haze
63,1005.39,51,30.46,65.61,6.75,35,9,30.4,Haze
63,994.46,52,30.46,350.09,4.5,35,10.12,30.17,Haze
63,990.46,51,30.47,358.16,4.5,34,9,29.96,ScatteredClouds
63,981.26,51,30.47,15.09,9,34,5.62,30.04,ScatteredClouds
63,972.88,50,30.47,27.98,5.62,34,10.12,30.2,PartlyCloudy
63,963.72,49,30.47,31.15,9,43,10.12,30.1,Haze
64,953.14,48,30.47,43.8,13.5,57,10.12,30,Haze
64,943.48,45,30.47,14.6,2.25,64,12.37,30.1,Haze
64,930.87,41,30.47,109.42,9,73,12.37,30.26,Haze
64,922.19,39,30.47,72.57,10.12,80,6.75,30.21,Haze
64,910.18,37,30.47,183.15,1.12,85,12.37,30.11,Haze
63,896.17,41,30.47,71.65,6.75,90,10.12,29.99,Haze
62,885.18,40,30.47,79.63,7.87,92,9,29.95,Haze
62,872.22,42,30.47,29.84,6.75,93,6.75,30.09,Haze
62,857.95,41,30.47,89.49,4.5,94,13.5,30.08,PartlyCloudy
62,846.58,43,30.47,74.09,9,95,10.12,30.03,ScatteredClouds
62,832.55,38,30.47,72.72,12.37,96,12.37,30.06,Smoke
62,819.38,36,30.47,12.38,2.25,97,7.87,29.97,Smoke
62,803.35,41,30.47,354.83,4.5,97,7.87,29.91,Haze
62,789.38,33,30.47,27.14,5.62,98,7.87,30.03,Haze
62,773.93,38,30.47,49.55,6.75,98,11.25,30.15,ScatteredClouds
62,757.44,38,30.47,66.36,7.87,98,9,30.08,Haze
62,742.18,34,30.47,65.19,4.5,98,9,30.06,MostlyCloudy
62,724.76,39,30.47,70.26,9,98,9,30.11,Haze
62,707.95,38,30.47,336.95,5.62,99,10.12,30,Haze
62,689.68,35,30.47,64.97,3.37,99,6.75,29.92,Haze
62,671.97,31,30.47,45.12,6.75,99,6.75,29.9,Haze
62,654.26,30,30.47,0.59,7.87,99,10.12,29.98,Haze
62,637.19,29,30.46,29.84,5.62,99,5.62,30.24,Haze
62,602.4,28,30.46,32.07,12.37,99,4.5,30,Haze
63,581.47,29,30.46,36.2,4.5,99,2.25,29.94,Haze
62,563.34,30,30.46,300.69,3.37,99,7.87,29.96,Haze
62,543.59,29,30.46,243.49,0,99,7.87,29.92,Haze
61,523.13,33,30.46,62.43,2.25,99,7.87,29.86,Haze
61,503.77,35,30.46,115.44,2.25,99,10.12,30.08,Haze
60,483.13,37,30.46,58.53,5.62,98,5.62,30.04,Haze
60,463.3,34,30.46,73.94,1.12,96,6.75,29.91,Haze
59,444.08,38,30.46,86.6,6.75,90,9,29.86,Haze
59,423.15,41,30.46,68.26,5.62,87,6.75,30.04,Haze
59,402.11,48,30.46,37.87,3.37,81,7.87,29.97,Haze
58,381.17,47,30.45,99.45,4.5,79,10.12,29.91,Haze
58,359.31,46,30.46,27.95,6.75,76,10.12,29.92,Haze
57,338.35,48,30.45,124.77,2.25,73,11.25,29.87,Haze
56,317.24,53,30.45,127.86,7.87,70,10.12,29.8,Haze
55,293.73,58,30.45,163.78,4.5,67,9,29.98,Haze
55,269.04,58,30.45,151.54,10.12,69,7.87,29.95,Haze
54,241.23,60,30.45,162.19,3.37,69,10.12,29.89,Haze
52,213.9,62,30.45,162.76,1.12,67,9,29.87,Haze
52,186.75,66,30.44,150.95,6.75,62,7.87,29.82,Haze
51,159.22,66,30.44,142.23,4.5,64,6.75,29.74,Haze
50,133.58,67,30.44,184.3,4.5,68,9,29.65,ScatteredClouds
49,21.47,69,30.44,171.26,9,69,11.25,29.68,Haze
48,20.16,71,30.44,165.46,6.75,67,11.25,29.98,Haze
48,19.05,73,30.44,167.39,6.75,66,5.62,30.05,Haze
48,17.99,72,30.44,162.79,7.87,69,7.87,29.99,Haze
47,16.28,77,30.44,166.79,7.87,70,10.12,30.02,Haze
47,14.63,78,30.44,169.52,6.75,69,10.12,30.02,Haze
47,11.93,78,30.44,157.26,6.75,70,11.25,29.98,Haze
47,10.84,77,30.44,167.78,6.75,73,5.62,30.02,Smoke
47,7.66,77,30.43,177.87,7.87,75,9,29.95,Smoke
47,5.27,77,30.44,186.84,7.87,79,9,29.91,Smoke
47,2.79,76,30.43,142.04,7.87,82,7.87,29.87,Smoke
47,1.92,76,30.43,166.18,6.75,86,6.75,29.87,Smoke
46,1.67,75,30.43,169.81,7.87,88,13.5,29.82,Smoke
46,2.45,75,30.43,176.86,7.87,91,9,29.8,Smoke
46,2.74,74,30.43,190.5,9,93,6.75,29.99,Smoke
47,2.02,71,30.43,190.48,5.62,95,9,30.14,PartlyCloudy
47,2.15,72,30.43,159.49,6.75,96,6.75,30.08,PartlyCloudy
47,2.48,72,30.43,148.75,5.62,97,10.12,30.03,Clear
47,2.08,72,30.43,151.56,4.5,98,9,29.95,Clear
